Cruise,Cruise_ID,Day,Month,Year,Date,Latitude,Longitude,Analyst,Mesh_Size,TOTAL_DENSITY,BIOMASS,ASH,COPEPODS,CALANOIDS,CYCLOPOIDA,HAPARCTICOIDA,POECILOSTOMATOIDA,L_FISH,H_FISH,CHAETOGNATHA,CLADOCEROS,OSTRACODA,FORAMINIFERA,AMPHIPODS,ISOPODS,EUPHAUSIIDS,MISYDACEA,SERGESTID,L_CRUSTACEA,N_COPEPOD,C_COPEPOD,N_CIRRIPEDIA,C_CIRRIPEDIA,L_DECAPODA,L_STOMATOPODA,L_EUPHAUSIID,L_SERGESTID,POLICHAETES,L_CYPHONAUTES,MEDUSA,SIPHONOPHORES,CTENOPHORES,L_ECHINODERMS,PTEROPODS,HETEROPODS,GASTROPODS,L_CEPHALOPODA,L_BIVALVE,L_GASTROPOD,PROTOZOAN,RADIOLARIAN,APPENDICULARIANS,SALPS,DOLIOLIDS,BIVALVES,H_CRUSTACEA,L_ANFIOXUS,LUCIFER,JUV_GASTROPOD
141,CAR-141,10,1,2008,2008-01-10,10.496,-64.6647,Luis Gonzalez,200,809.497,19.21,5.33352,466.05,222.77,230.66,12.62,0,0,0,3.15433,1.57717,28.389,61.1152,1.57717,0,0.788583,0,0.788582834633549,182.163,10.25,161.659,0.79,7.88583,0.79,0,0.79,0,6.31,2.37,0.788583,1.57717,0,3.94291,11.04,0,0,0,3.94291,0,0,5.52798,7.88583,0,0,0,0,0,0,0
141,CAR-141,10,1,2008,2008-01-10,10.496,-64.6647,Luis Gonzalez,500,118.485,11.06,4.13758,74.52,68.21,6.31,0,0,0.39,1.58,9.46,0.79,2.76,12.62,2.37,0,0.59,0,0,0.2,0,7.1,0,0,0.2,0,0,0,0,0,0.39,0.99,0,0.2,1.97,0,0,0,0,0,0,0.59,0,0,1.97146,0,0,0,0,0
142,CAR-142,12,2,2008,2008-02-12,10.4993,-64.6687,Luis Gonzalez,500,179.825,10.99,4.11995,159.32,158.22,1.1,0,0,0,0.28,5.92,0.14,2.48,3.85,1.51,0,0.41,0,0.41,1.79,0,0,0,0,0.96,0,0.83,0,0.14,0,0.28,1.65,0,0.41,0.28,0,0,0,0,0.28,0,0,0.28,0.41,0,0,0,0,0,0
142,CAR-142,12,2,2008,2008-02-12,10.4993,-64.6687,Luis Gonzalez,200,996.112,19.36,4.93782,679.67,295.81,378.36,5.5,0,0,0,8.25519,1.37586,20.64,24.7656,2.75173,0,1.37586,0,0,163.728,2.75,158.224,0,0,0,0,2.75,0,8.25519,0,1.37586,4.12759,0,4.12759,17.8862,0,0,0,5.5,0,0,30.27,15.1346,1.37586,0,0,0,0,0,0
143,CAR-143,11,3,2008,2008-03-11,10.4992,-64.6677,Luis Gonzalez,500,266.133,10.23,2.12046,204.442,204.442,0,0,0,2.87,0.72,21.52,2.87,1.43,2.87,0,0,0,0,0.72,14.3468,7.17,3.59,0,0,0.72,0,2.87,0,0,0,0,5.2,0,0,1.43,0,0,0,0,0,3.5867,0.72,2.87,2.87,1.43,0,0,0,0,0
143,CAR-143,11,3,2008,2008-03-11,10.4992,-64.6677,Luis Gonzalez,200,809.126,22.3,5.38005,538.72,369.43,168.57,0.72,0,0.72,0.717341,10.04,4.3,9.32542,4.3,2.86937,0,0,0,0,174.314,39.45,129.121,0,4.3,1.43,0,0,0,5.73872,0.72,0,2.86937,0,0,2.15224,0,0,0,1.43468,0,0,0,5.02,0.717341,0,0,0,0,0,0
144,CAR-144,8,4,2008,2008-04-08,10.5002,-64.666,Luis Gonzalez,200,2026.69,32.63,8.17422,1266.25,670.3,591.44,4.51,0,3.38,1.12655,20.28,37.1765,18.02,63.09,1.12655,0,0,0,0,453.998,118.29,326.699,0,1.12655,4.51,0,3.38,0,13.5186,0,1.12655,1.12655,0,0,2.25394,0,1.13,0,0,0,0,0,14.6452,0,0,0,0,0,0,0
144,CAR-144,8,4,2008,2008-04-08,10.5002,-64.666,Luis Gonzalez,500,350.581,16.81,4.40705,295.61,282.99,12.62,0,0,3.15,1.8,7.66,9.46,0.9,6.31,3.15,0,0.9,0,0.45,8.56,0,1.35,0,0,4.51,0,3.15,0.9,0.9,0,0.45,6.76,0,0,0,0,0,0,0,0,0,0.9,0.45,0,1.8,0,0,0,0,0
145,CAR-145,6,5,2008,2008-05-06,10.4987,-64.6673,Luis Gonzalez,200,204.228,14.66,3.3136,124.6,67.49,57.11,0,0,6.23,0,10.38,0.346976,4.49926,10.38,1.04,0,1.73485,0,0.3469757895897,2.77395,0,0,0,0.346976,1.73,0.346976,0.35,0,2.08,0,0,1.73485,0,0,7.61414,0.346976,0,0.346976,0,0,0,1.04,24.2268,0.692194,1.04,0,0,0,0,1.12655
145,CAR-145,6,5,2008,2008-05-06,10.4987,-64.6673,Luis Gonzalez,500,96.9909,7.84,1.30847,86.8034,83.73,3.07,0,0,0.42,0.14,1.67,0,0,1.4,1.12,0,0.14,0,0,0,0,0,0,0,0.56,0,0.42,0,0,0,0,0.84,0,0,0.7,0.28,0,0.14,0,0,0,0.56,1.12,0.56,0.14,0,0,0,0,0
146,CAR-146,4,6,2008,2008-06-04,10.4988,-64.6648,Luis Gonzalez,200,190.564,18.7,5.43224,153.46,90.07,62.76,0.63,0,0.63,0,4.79674,0,7.21788,5.9626,0,0,0.313821,0,0,8.15935,0.94,6.27643,0,0.313821,0.31,0,0.31,0,0.941463,0,0,0.941463,0,0.313821,2.19675,0,0,0,0.627643,0,0,0.627643,2.19675,0.313821,0,0,0,0,0,0
146,CAR-146,4,6,2008,2008-06-04,10.4988,-64.6648,Luis Gonzalez,500,145.613,10.24,3.18999,114.388,108.268,5.96,0.16,0,1.42,0,4.08,0,2.98,3.3,0.31,0,0.63,0,0.16,9.88536,0,5.65,0,0,2.98,0,1.26,0,0.47,0,0.16,3.45,0,0.31,0.78,0,0,0,0,0,3.29512,0,2.35,0.94,0,0,0,0,0,0
147,CAR-147,8,7,2008,2008-07-08,10.4998,-64.6657,Luis Gonzalez,200,985.111,9.55,2.91489,655.33,409.58,241.55,4.2,0,2.1,0,25.2,16.8,23.1,18.9,2.1,0,0,0,0,165.932,6.3,153.329,0,6.3,0,0,0,0,21,0,0,0,0,0,6.3,0,2.1,0,2.1,0,0,0,27.31,0,2.1,0,0,0,0,0
147,CAR-147,8,7,2008,2008-07-08,10.4998,-64.6657,Luis Gonzalez,500,85.9064,5.15,1.19489,67.21,65.11,2.1,0,0,0.42,0,6.93,0.84,1.47,1.68,1.05,0,0,0,0.84,1.68,0.42,0,0,0,1.05,0,0,0.21,0,0,0.42,0.84,0,0,1.05,0.63,0,0,0,0,0,0,0.63,0,0.21,0,0,0,0,0
148,CAR-148,5,8,2008,2008-08-05,10.4983,-64.6655,Luis Gonzalez,500,102.502,5.04,2.05918,59.03,56.22,2.81,0,0,0.65,0.86,12.97,0.65,1.3,12.97,1.3,0,0.43,0,0.22,4.98,0.22,0,0,0,2.38,0,2.16,0.22,0.22,0,0,0.65,0,1.51,0.86,0.22,0,0,0,0,0,1.51,0.86,0.65,0.65,0,0,0,0,0
148,CAR-148,5,8,2008,2008-08-05,10.4983,-64.6655,Luis Gonzalez,200,962.317,10.55,2.65747,521.16,275.72,243.28,2.16,0,2.16,0,4.325,11.8937,14.06,19.4625,1.08,0,0,0,0,301.669,19.46,270.31,1.08,0,5.41,0,5.41,0,9.73125,1.08,1.085,4.325,0,0,6.4875,0,0,0,0,0,0,4.325,28.1125,0,0,0,0,0,0,2.14137
149,CAR-149,10,9,2008,2008-09-10,10.5012,-64.6678,Luis Gonzalez,500,86.3213,4.67,1.26837,61.32,59.95,1.37,0,0,1.37,0,2.06,0,3.43,5.82,3.08,0,0,0,0.34,3.77,0,0,0,0,3.43,0.34,0,0,0.34,0,0,0,0,2.06,0.34,0,0,0,0,1.03,0,0.34,0,0,1.03,0,0,0,0,0
149,CAR-149,10,9,2008,2008-09-10,10.5012,-64.6678,Luis Gonzalez,200,433.309,9.53,3.12762,299.72,166.99,124.17,8.56,0,1.71,0,0,6.85,35.9672,11.9897,8.56362,0,0,0,0,20.5527,0,17.1272,0,1.71272,0,0,1.71,0,10.28,0,0,5.13817,0,3.42545,5.13817,0,3.43,0,1.71272,1.71,0,3.42545,5.13817,1.71272,0,0,0,0,0,0
150,CAR-150,10,10,2008,2008-10-10,10.5068,-63.336,Luis Gonzalez,500,83.0647,4.85,1.89876,40.94,24.84,15.9,0.2,0,0.4,0,11.92,0.4,1.39,12.92,0.2,0,0,0,0,1.2,0,0,0,0,0.6,0,0.2,0.4,0.6,0,0,1.79,0,0.79,0.4,0,0,0,0,0,0,1.39,0.99,4.77,2.78,0,0,0,0,0
150,CAR-150,10,10,2008,2008-10-10,10.5068,-63.336,Luis Gonzalez,200,679.616,10.96,4.15721,532.17,441.95,84.26,5.96,0,1.19,0.397439,3.57695,1.19232,29.81,31.7951,1.98719,0,0.794878,0,0,2.78,0.79,0,0,0,1.59,0,0,0.4,7.55134,0,0,1.19232,0,0.794878,1.58976,0,0,0,0,0,0,1.58976,47.6927,7.154,3.57695,0,0,0,0,3.42545
151,CAR-151,18,11,2008,2008-11-18,10.4971,-64.6636,Luis Gonzalez,500,38.2865,3.25,0.607115,30.63,30.63,0,0,0,0,0,0.66,0,0.44,0.66,1.31,0,0,0,0.66,1.1,0,0,0,0,0.66,0.22,0.22,0,0.22,0,0,1.31,0,0,0.44,0.22,0,0,0,0,0,0.22,0,0,0.44,0,0,0,0,0
151,CAR-151,18,11,2008,2008-11-18,10.4971,-64.6636,Luis Gonzalez,200,337.803,6.31,2.16592,315.04,205.65,109.39,0,0,0,0,0.437565,4.37565,3.93845,2.62536,1.31268,0,0,0,0.8751293422314,0.88,0.44,0,0,0,0,0,0,0.44,3.06,0,0,0.875129,0,0,1.75242,0,0,0,0,0,0,0,0.437565,1.31268,0,0,0,0,0,0
152,CAR-152,10,12,2008,2008-12-10,10.496,-64.671,Luis Gonzalez,500,12.3864,2.69,0.940642,8.8,8.57,0.23,0,0,0.19,0,0.33,0,0.42,0.56,0.14,0,0.14,0,0.5,0.24,0,0.05,0,0,0.19,0,0.05,0,0,0,0,0.33,0.05,0.37,0.05,0,0,0,0,0,0,0.37,0,0.23,0.09,0,0,0,0,0
152,CAR-152,10,12,2008,2008-12-10,10.496,-64.671,Luis Gonzalez,200,280.507,4.44,1.62678,256.29,130.38,122.93,2.98,0,0,0,2.23514,0,4.84288,5.21533,0,0.37,0,0,0,2.23514,0,1.11758,0,0,0.75,0,0.37,0,2.23514,0,0,1.11758,0,0.372524,0.745473,0,0,0,0.372524,0,0,0,1.86262,1.49,0,0,0,0,0,0
153,CAR-153,13,1,2009,2009-01-13,10.495,-64.671,Luis Gonzalez,500,132.311,14.61,5.37688,111.55,111.55,0,0,0,0.62,1.55,1.24,0,0.31,4.34,2.17,0,0,0,1.24,4.96,0,0,0,0,3.41,0,0.31,1.24,0,0,0,0,0,0.31,1.86,0,0,0,0,0,0,0.31,1.55,0.31,0,0,0,0,0,0
153,CAR-153,13,1,2009,2009-01-13,10.495,-64.671,Luis Gonzalez,200,973.358,21.3,6.27548,534.52,352.47,162.68,19.37,0,0.77,0.387327,1.16198,0.387327,4.26,2.32396,3.87327,0,0,0,1.936637471746,414.828,0.77,410.57,0,0,3.1,0,0,0.39,1.16198,0,0,0,0,0.387327,0.774655,1.16198,0,0,0,0,0,0,1.16198,0,0,0,0,0,0,0
154,CAR-154,10,2,2009,2009-02-10,10.492,-64.672,Luis Gonzalez,500,60.5544,17.58,11.3707,30.59,28.68,1.91,0,0,1.12,0.16,15.94,0,0.32,2.23,3.51,0,0.32,0,0.16,1.75,0,0,0,0,1.43,0,0.32,0,0,0,0.48,2.87,0,0,0.32,0,0,0,0.16,0,0,0.16,0.48,0,0,0,0,0,0,0
154,CAR-154,10,2,2009,2009-02-10,10.492,-64.672,Luis Gonzalez,200,661.295,25.28,16.9274,367.78,267.71,98.8,1.27,0,1.91,0,4.1432,0,15.9354,2.54966,1.59354,0,0,0,0,221.82,38.24,181.663,0,0,1.59,0,0,0.32,1.59354,0,0,0.318775,0,0,0.637416,0,0,0,0.318775,0.32,0,0,1.91225,0.318775,0,0,0,0,0,0
155,CAR-155,3,3,2009,2009-03-03,10.496,-64.67,Luis Gonzalez,500,177.545,10.9,4.24065,140.035,131.28,8.75,0,0,1.25,0,11.25,0.63,1.25,2.5,1.88,0,0,0,1.88,0,0,0,0.63,0,0,0,0.63,0,1.88,0,0,11.25,0,0.63,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,CAR-155,3,3,2009,2009-03-03,10.496,-64.67,Luis Gonzalez,200,877.748,15.13,5.0992,659.54,421.98,234.43,3.13,0,0,0,5.62641,10.63,21.2553,7.5,5.62641,0.63,0.625158,0,0,120.655,22.51,93.77,0,1.25314,1.25,0,1.88,0,2.5,0.63,0,9.37736,0,0,3.12579,0,0,0,0,0,0,0.625158,2.5,0,0,0,0,0,0,0
156,CAR-156,7,4,2009,2009-04-07,10.494,-64.682,Luis Gonzalez,500,208.496,7.42,4.23334,169.51,167.04,2.47,0,0,1.86,0,11.14,0.62,1.86,5.57,7.52,0,0,0,0.62,1.86,0,0,0.62,0,0,0,0,1.24,1.86,0,0,2.47,0,0,1.24,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,0
156,CAR-156,7,4,2009,2009-04-07,10.494,-64.682,Luis Gonzalez,200,1631.48,11.13,8.57727,898.96,448.55,448.55,1.86,0,0.62,0,21.6539,15.4678,15.4678,27.8475,6.81,0,0,0,1.2373665838481747,487.522,2.47,479.48,0,0.618683,2.47,0,1.24,1.24,40.21,0,0,1.23737,0,1.23737,30.93,3.713,0,0,1.8565,0,0,0.618683,68.06,0,0,0,0,0,0,0
157,CAR-157,8,5,2009,2009-05-08,10.501,-64.668,Luis Gonzalez,500,nd,11.77,4.01534,104.56,100.82,2.99,0.75,0,1.49,2.24,15.86,0.75,0,7.57,1.49,0,0,0,1.49,1.5,0,0,0,0,0.75,0,0.75,0,0,0,0,4.48,0,0,1.49,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
157,CAR-157,8,5,2009,2009-05-08,10.501,-64.668,Luis Gonzalez,200,939.973,22.8,8.03816,688.06,360.46,323.62,3.98,0,1,1.99149,14.9362,7.96597,4.97873,15.9319,8.96171,0,0,0,0,180.23,2.99,174.23,0,0,1.99,0,1,0,3.98298,0,0,0.995746,0,0,3.98298,0,0,0,0,0,0,0.995746,0,0,0,0,0,0,0,0
158,CAR-158,2,6,2009,2009-06-02,10.499,-64.665,Luis Gonzalez,500,150.898,9.97,3.50707,111.7,101.25,10.45,0,0,0,1.31,1.31,6.53,2.61,9.8,1.31,0,1.31,0,0,3.26,0,0,0,0,0.65,0,2.61,0,0.65,0,0,2.61,0,0,1.96,1.96,0,0,0,0,0,1.31,1.96,1.31,0,0,0,0,0,0
158,CAR-158,2,6,2009,2009-06-02,10.499,-64.665,Luis Gonzalez,200,1155.58,15.5,3.54953,819.16,400.11,416.44,2.61,0,1.31,0.653237,5.87914,65.3237,2.61295,124.115,2.61295,0,0.653237,0,0,118.889,0,114.317,0,0,2.61,0,1.96,0,0.653237,0,0,0.653237,0,0.653237,6.53237,0,0,0,0,0,0,0,0.653237,0.653237,0,0,0,0,0,0
159,CAR-159,14,7,2009,2009-07-14,10.505,-64.668,Luis Gonzalez,200,445.741,9.88,5.2596,211.74,127.04,84.7,0,0,3.18,0,1.06,3.17685,7.41,37.05,1.06,0,0,0,0,49.7587,11.65,37.0543,0,0,1.6,0,0,0,3.17685,0,0,3.17685,0,0,0,0,0,0,0,0,0,0,37.05,74.11,0,0,0,0,0,0
159,CAR-159,14,7,2009,2009-07-14,10.505,-64.668,Luis Gonzalez,500,182.943,6.9,3.82295,43.19,38.11,5.08,0,0,0,0,1.69,0,0,38.11,1.69,0,0,0,nd,1.69,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0.42,0,0.42,0,0,0,0,0,0.42,1.69,93.17,0,0,0,0,0,0
160,CAR-160,11,8,2009,2009-08-11,10.497,-64.666,Luis Gonzalez,200,1317.4,19.33,5.6717,1012.85,614.59,396.07,2.19,0,1.9,0,8.74,5.46318,3.27782,27.3159,7.64822,0,0,0,1.09,188.474,1.9,150.233,0,15.2964,6.56,0,4.37,10.93,0,0,0,0,0,0,8.74828,4.37414,0,0,2.18528,3.28,0,2.18528,0,0,0,0,0,0,0,0
160,CAR-160,11,8,2009,2009-08-11,10.497,-64.666,Luis Gonzalez,500,154.603,8.71,3.0287,67.19,60.09,7.1,0,0,2.19,0,1.93,14.2,0.55,38.24,5.46,0,0,0,3.82,4.92,0,0,0,0,0,0.55,0.55,3.82,0.55,0,0,0.55,0,0.55,1.09,1.64,0,0,0,0.55,0,1.09,1.09,0,0,0,0,0,0,0
161,CAR-161,15,9,2009,2009-09-15,10.506,-64.663,Luis Gonzalez,200,1479.01,16.29,5.8502,974.45,450.52,517.26,6.67,0,1.33,0,5.33956,4,0,46.72,4,0,1.33488,9.34414,4,351.073,2.67,333.719,0,0,12.01,0,2.67,0,0,0,0,6.67438,0,0,46.72,2.66975,0,0,1.33488,0,0,0,2.66975,0,0,0,0,0,0,0
161,CAR-161,15,9,2009,2009-09-15,10.506,-64.663,Luis Gonzalez,500,166.86,8.6,3.25731,100.12,53.4,46.72,0,0,0.67,0,6.01,0,2,5.34,4.67,0,1.33,0,4.67,24.03,0,0,0.67,0,17.35,0.67,0.67,4.67,0,0,0,0.67,0,6.67,4.67,2.67,0.67,0,0,0,0,0,2.67,0,0,0,0,0,0,0
162,CAR-162,6,10,2009,2009-10-06,10.497,-64.663,Luis Gonzalez,500,44.2111,1.6,0.43786,38.69,37.2,1.49,0,0,0,0,1.28,0,0.43,1.06,1.7,0,0,0,0,0.43,0,0.21,0,0,0,0,0.43,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0
162,CAR-162,6,10,2009,2009-10-06,10.497,-64.663,Luis Gonzalez,200,110.245,10.56,3.471,49.59,31.17,18.42,0,0,1.13,0,5.66898,0,10.2,7.36852,0.566898,0,0,0,1.1336181548947508,17.0043,0.57,14.17,0,0,1.7,0,0.57,0,1.13362,0,0,0,0,0.566898,2.26724,0,0,0,0,0,0,1.13362,9.63575,0,0,0,0,0,0,0
163,CAR-163,10,11,2009,2009-11-10,10.5002,-64.6635,Luis Gonzalez,200,651.659,9.28,2.58462,588.98,350.88,238.1,0,0,0,0,22.5567,0.5,5.51386,10.53,1,0,0,0,0,9.52393,0,8.02,0,0,0,0,1.5,0,1,0,0,2.01,0,2.51,2.53891,0,0,0,0.5,0,0,1.5,1.5,0,0,0,0,0,0,0
163,CAR-163,10,11,2009,2009-11-10,10.5002,-64.6635,Luis Gonzalez,500,132.333,4.55,1.59401,117.29,112.78,4.51,0,0,0.25,0,3.01,0.25,1,6.2,0.75,0,0,0,0,1,0,0,0,0,0.75,0,0.25,0,0,0,0,0.75,0,1,0,0,0,0,0,0.25,0,0,0.5,0.25,0,0,0,0,0,0
164,CAR-164,8,12,2009,2009-12-08,10.496,-64.668,Luis Gonzalez,200,1331.35,12.07,3.60127,787.22,442.43,330.55,14.24,0,0,2.03,2.03,26.44,20.34,32.55,2.03,0,0,0,0,338.687,20.34,269.53,2.03,30.51,8.14,0,8.14,0,6.1,0,0,4.07,0,4.07,18.31,0,0,0,0,0,0,4.07,6.1,4.07,4.07,0,0,0,0,0
164,CAR-164,8,12,2009,2009-12-08,10.496,-64.668,Luis Gonzalez,500,68.3476,4.21,1.13099,48.82,47.19,1.63,0,0,0,0,2.44,0,0,1.63,0,0,0,0,1.63,7.32,0,0,0,0,3.25,0,4.07,0,0,0,0,1.63,0,0.81,0.81,0,0,0,0,0,0,0,0,0,2.44098,0,0,0,0,0
165,CAR-165,12,1,2010,2010-01-12,10.497,-64.668,Luis Gonzalez,500,122.133,10.2837,4.0523,75,70.95,4.05,0,0,2.03,0,6.08,0.51,5.57,15.2,3.55,0,0,0,0.51,1.52,0,0,0,0,0.51,0,1.01,0,0,0,0,2.53,0,0.51,5.57,0.51,0,0,0,0,0,0,1.01,2.03,0,0,0,0,0,0
165,CAR-165,12,1,2010,2010-01-12,10.497,-64.668,Luis Gonzalez,200,1577.1,16.0325,6.1852,944.13,291.4,652.22,0.51,0,1.01,0,12.67,0,25.34,35.47,6.08,0,0,0,0,483.98,0,481.44,0,0,2.03,0.51,0,0,0.51,1.01,0.51,2.53,0,0,27.87,0,0,0,0,0,0,0,32.94,0.51,0,0,0,0,0,0
166,CAR-166,11,2,2010,2010-02-11,10.5,-64.671,Luis Gonzalez,500,181.464,0,0,133.81,132.89,0.92,0,0,0.92,6.42,6.42,0.92,0.92,0.92,2.75,0,0,0,1.83,8.25,0,0,1.83,0,5.5,0,0,0.92,1.83,0,0.92,8.25,0,0,1.83,0,0,0,0,0,0,0,1.83,0,3.67,0,0,0,0,0
166,CAR-166,11,2,2010,2010-02-11,10.5,-64.671,Luis Gonzalez,200,840.9,11.0871,4.26966,441.75,320.77,114.56,6.42,0,0,0,1.83,1.83,10.08,0.92,3.67,0,0,0,0,327.642,3.67,286.4,6.42,30.24,0.92,0,0,0,0.92,0,0,1.83,0,0,6.42,0,0,0,0.92,0,0,0,0,0,1.83,0,0,0,0,0
167,CAR-167,9,3,2010,2010-03-09,10.5,-64.664,Luis Gonzalez,200,1437.26,12.0687,2.99657,816.2,177.68,637.9,0.62,0,0.62,5.6,1.87,0,3.73,5.6,1.24,0,0,0,0,375.272,0,373.4,0,0,1.24,0,0.62,0,0.62,0,0,0.62,0,0,5.6,0,0,0,0,0,0,217.82,0.62,0,0,0,0,0,0,0
167,CAR-167,9,3,2010,2010-03-09,10.5,-64.664,Luis Gonzalez,500,74.6809,8.46851,1.82579,63.16,62.23,0.93,0,0,0,4.98,0.62,0,0.93,1.24,0.62,0,0,0,0,0.93,0,0,0,0,0.31,0,0.62,0,0,0,0,0.93,0,0,0.62,0,0,0,0,0,0,0,0.31,0,0.31,0,0,0,0,0
168,CAR-168,7,4,2010,2010-04-07,10.496,-64.663,Luis Gonzalez,200,2214.81,17.9506,9.08172,1311.78,689.67,619.3,2.81,0,4.5,0,1.13,1.13,4.5,154.82,2.81,0,0,0,1.69,711.629,3.38,703.75,0,0,2.81,0,0,1.13,0.56,0.56,0,2.81,0,1.13,3.94,0,0,0,0,0,0,2.81,0,2.25,0,0,0,0,0,0
168,CAR-168,7,4,2010,2010-04-07,10.496,-64.663,Luis Gonzalez,500,169.809,8.47199,5.08556,131.516,115.75,15.76,0,0,1.35,0,4.95,0,0.9,4.99,3.6,0,0,0,0.9,19.81,0,16.66,0,0,2.25,0,0.9,0,2.25,0,0,4.05,0,1.8,2.25,0.45,0,0,0,0,0,0,3.15,3.15279,1.35,0,0,0,0,0
169,CAR-169,11,5,2010,2010-05-11,10.498,-64.668,Luis Gonzalez,200,848.74,8.16635,2.36283,361.01,219.85,138.85,2.31,0,0,0,1.16,0,9.84,3.47,0.58,0,0,0,0.58,386.477,72.32,309.53,0,0,2.31,0,0.58,1.74,0.58,0,0.58,2.31,0,0,2.31,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0
169,CAR-169,11,5,2010,2010-05-11,10.498,-64.668,Luis Gonzalez,500,89.098,4.78063,2.02438,46.0532,43.97,2.08,0,0,0.69,0.23,0.69,1.16,0.69,3.47,1.39,0,0.46,0,0,26.85,0,21.99,0,0,1.39,0.23,2.55,0.69,0,0,0,2.08,0,0.23,0.69,0.23,0,0,0,0,0,0.23,1.16,1.85,0.93,0,0,0,0,0
170,CAR-170,8,6,2010,2010-06-08,10.498,-64.668,Luis Gonzalez,500,64.4745,6.60428,2.67544,52.5256,49.79,2.74,0,0,0.25,0,3.98,0,0.25,2.49,2.74,0,0.25,0,0,0.5,0,0,0,0,0.25,0,0.25,0,0,0,0,1.12,0,0,0,0,0.12,0,0,0,0,0,0.12,0.12,0,0,0,0,0,0
170,CAR-170,8,6,2010,2010-06-08,10.498,-64.668,Luis Gonzalez,200,296.27,7.87697,3.33824,189.94,103.31,84.64,1.99,0,0.5,0,3.49,0,3.49,3.98,1.99,0.5,0,0,0,78.415,1,75.93,0,0,0.5,0,1,0,0,0,0,0,0,0.5,3.98,0,0,0,0,0.5,0,0.5,5.97,0,0,0,0,0,0,0
171,CAR-171,4,8,2010,2010-08-04,10.504,-64.664,Luis Gonzalez,500,51.3165,6.64482,2.1224,30.2636,27.11,3.16,0,0,1.05,0.26,2.37,0,1.84,4.47,0.79,0,0.26,0,0.53,6.57903,0,5.26,0,0,0.79,0,0.26,0.26,0,0,0,1.58,0,0,0.26,0.53,0,0,0,0,4.47374,0,0.26,0,0,0,0,0,0,0
171,CAR-171,4,8,2010,2010-08-04,10.504,-64.664,Luis Gonzalez,200,728.99,8.33103,3.24873,410.53,142.11,263.16,5.26,0,1.32,0,2.63,3.95,19.74,28.95,1.32,1.32,0,0,0,213.161,5.26,205.27,0,0,0,0,1.32,1.32,1.32,0,0,2.63,0,0,10.53,0,0,0,0,0,0,0,21.05,0,2.63,0,0,0,0,0
172,CAR-172,15,9,2010,2010-09-15,10.504,-64.672,Luis Gonzalez,200,1038.48,6.59381,2.49197,585.09,214.76,365.88,4.45,0,0.64,0,5.09,17.18,5.09,76.36,3.18,0,0,0,0,312.748,0,310.2,0,0,1.91,0,0.64,0,1.27,0.64,0,7.64,0,5.09,7,0,0,0,1.91,0,0,0,5.09,1.91,0,0,0,0,0,0
